MAG_U,MAGERR_U,MAG_G,MAGERR_G,MAG_R,MAGERR_R,MAG_I,MAGERR_I,MAG_Z,MAGERR_Z,Z
23.385895,1.369390,22.422417,0.324070,20.808956,0.083718,19.870987,0.043553,19.417532,0.045748,0.509923
23.413771,1.405005,22.404831,0.318863,20.791235,0.082363,19.883785,0.044070,19.473145,0.048152,0.498057
21.409447,0.221793,20.098770,0.038122,19.089394,0.017179,18.583652,0.013307,18.176367,0.014585,0.081893
23.300385,1.265677,21.857613,0.192627,20.648830,0.072239,20.087147,0.053148,19.739609,0.061546,0.446467
23.054815,1.009475,21.284597,0.113635,19.736553,0.031179,19.145842,0.022334,18.767763,0.025146,0.283979
24.891018,5.477424,22.906836,0.506298,21.438204,0.149458,20.321066,0.065926,19.805279,0.065384,0.620903
23.778532,1.965992,22.582493,0.375551,21.008133,0.100575,20.189133,0.058382,19.797638,0.064925,0.500724
23.787594,1.982472,22.127604,0.247009,20.373466,0.056056,19.807272,0.041071,19.464369,0.047764,0.353876
23.572805,1.626641,21.582602,0.149524,19.866533,0.035144,19.316936,0.026146,18.987169,0.030777,0.368496
24.615849,4.251174,21.909855,0.202122,20.373814,0.056074,19.847256,0.042612,19.467230,0.047891,0.385546
23.028097,0.984937,22.896889,0.501681,21.331804,0.135506,20.333590,0.066691,19.959419,0.075357,0.560053
22.894701,0.871064,21.814001,0.185043,20.130236,0.044806,19.506048,0.031121,19.143753,0.035552,0.382285
23.159393,1.111544,22.842806,0.477303,21.273239,0.128391,20.506767,0.078223,19.968618,0.075998,0.510631
22.112389,0.423765,21.303404,0.115620,19.650209,0.028795,19.063297,0.020699,18.712662,0.023901,0.314825
22.544104,0.630683,22.152760,0.252799,21.217125,0.121923,20.634542,0.087992,20.291973,0.102364,0.542943
22.310566,0.508623,20.717348,0.067392,19.259775,0.020098,18.763865,0.015710,18.428223,0.018393,0.247883
23.451614,1.454839,23.262531,0.702561,21.340845,0.136639,20.389685,0.070227,19.972084,0.076241,0.532133
23.471746,1.482067,23.317442,0.739007,21.666296,0.184398,20.554514,0.081740,20.125208,0.087789,0.654257
22.326141,0.515972,21.008944,0.088155,19.606213,0.027652,19.092144,0.021256,18.735983,0.024420,0.248046
22.441996,0.574074,21.991535,0.217914,20.810728,0.083855,20.323832,0.066094,19.982038,0.076944,0.714562
24.451607,3.654368,23.318157,0.739494,21.753756,0.199866,20.643082,0.088687,20.050287,0.081935,0.543175
24.291424,3.153110,23.235434,0.685243,21.676004,0.186054,20.815105,0.103913,20.328659,0.105882,0.540111
23.766245,1.943870,22.319817,0.294848,20.790758,0.082327,20.122234,0.054894,19.648970,0.056617,0.281796
20.215103,0.073826,18.704542,0.010556,17.766418,0.005079,17.351131,0.004276,17.023014,0.005042,0.081371
23.646765,1.741306,23.383698,0.785509,21.858980,0.220206,20.655912,0.089741,20.083963,0.084517,0.625551
23.054073,1.008786,23.208464,0.668432,21.529913,0.162631,20.595062,0.084850,20.097799,0.085601,0.513648
23.483332,1.497966,23.539812,0.906978,21.955257,0.240625,20.657522,0.089875,19.912497,0.072170,0.740090
25.582850,10.358787,22.380251,0.311725,20.661205,0.073067,19.684870,0.036692,19.198023,0.037374,0.511395
23.169508,1.121947,21.884943,0.197537,21.006580,0.100431,20.164665,0.057081,19.683998,0.058473,0.552671
23.947851,2.297787,23.614332,0.971414,21.835167,0.215429,20.545828,0.081089,19.958324,0.075281,0.626547
23.182665,1.135627,22.185387,0.260511,20.390877,0.056962,19.417597,0.028686,18.881723,0.027928,0.509122
23.219419,1.174728,22.673483,0.408380,21.153667,0.115002,20.119493,0.054755,19.547792,0.051579,0.594397
23.600651,1.668899,22.151468,0.252499,20.540018,0.065350,19.783215,0.040171,19.219839,0.038132,0.428721
23.149124,1.101079,22.464565,0.336897,20.679564,0.074313,19.693586,0.036988,19.207640,0.037706,0.511520
23.333206,1.304523,21.934561,0.206774,20.180048,0.046909,19.420057,0.028751,18.958693,0.029980,0.446922
22.744331,0.758406,23.242516,0.689728,21.875641,0.223611,20.761887,0.098942,20.148304,0.089677,0.634540
22.713156,0.736939,22.522072,0.355222,20.871939,0.088718,20.208944,0.059457,19.695309,0.059086,0.406714
22.732052,0.749878,23.158573,0.638412,21.382187,0.141942,20.237501,0.061042,19.694366,0.059034,0.597959
26.913248,35.275127,22.913250,0.509298,21.303089,0.131969,20.392994,0.070441,19.824747,0.066567,0.542169
23.390249,1.374892,22.159946,0.254478,20.188187,0.047262,19.461281,0.029863,18.964453,0.030140,0.387108
23.836281,2.073395,22.544661,0.362691,20.914312,0.092249,19.986858,0.048459,19.502867,0.049489,0.563283
23.117224,1.069200,23.312937,0.735947,21.515167,0.160437,20.326473,0.066255,19.690262,0.058811,0.599893
23.171089,1.123583,23.163475,0.641301,21.668886,0.184838,20.672226,0.091100,20.156319,0.090341,0.568730
23.834435,2.069870,23.779051,1.130557,22.229736,0.309836,20.895229,0.111872,20.229012,0.096597,0.663363
22.798773,0.797405,22.986366,0.544777,21.338005,0.136282,20.127678,0.055170,19.531687,0.050820,0.636261
22.448738,0.577649,23.609484,0.967087,21.736341,0.196686,20.453768,0.074496,19.857607,0.068612,0.663917
25.082243,6.532307,23.165314,0.642387,21.522011,0.161451,20.258911,0.062258,19.660479,0.057220,0.663376
23.381065,1.363313,22.500053,0.348091,20.627687,0.070845,19.835310,0.042146,19.334133,0.042365,0.436497
22.996504,0.956689,22.399647,0.317344,20.633335,0.071215,19.855158,0.042923,19.350786,0.043020,0.456785
22.750637,0.762824,21.971933,0.214016,20.207151,0.048095,19.506153,0.031124,19.024340,0.031849,0.403364
22.381176,0.542800,22.730040,0.430217,21.311214,0.132961,20.494743,0.077362,20.015757,0.079371,0.540645
22.288557,0.498416,21.270702,0.112190,19.477755,0.024566,18.814840,0.016465,18.385382,0.017681,0.305676
21.067955,0.161939,20.834255,0.075054,20.709303,0.076376,20.760855,0.098849,20.301647,0.103280,0.008722
25.335161,8.245818,23.629192,0.984801,21.891750,0.226954,20.572878,0.083134,19.945095,0.074370,0.623350
25.520967,9.784902,23.308620,0.733027,21.988117,0.248019,20.907301,0.113122,20.308868,0.103969,0.661435
23.145685,1.097598,22.862846,0.486195,21.119776,0.111467,20.108225,0.054190,19.654327,0.056897,0.541695
23.150743,1.102723,22.702234,0.419340,21.150658,0.114683,20.140034,0.055801,19.659929,0.057191,0.627548
20.748064,0.120613,20.379881,0.049388,20.533167,0.064939,20.098366,0.053700,20.291836,0.102351,0.060595
25.017742,6.155542,22.110867,0.243231,20.266865,0.050814,19.567327,0.032928,19.119562,0.034768,0.402900
22.634426,0.685393,22.896374,0.501443,21.669790,0.184992,20.697296,0.093228,20.216278,0.095470,0.669653
23.190708,1.144070,22.985701,0.544443,21.306715,0.132411,20.255562,0.062066,19.774338,0.063547,0.619559
22.825895,0.817575,22.102125,0.241280,20.311438,0.052943,19.445721,0.029439,18.974276,0.030414,0.477805
23.266212,1.226463,22.658312,0.402714,20.797127,0.082811,19.864418,0.043291,19.368216,0.043716,0.498596
22.750687,0.762858,22.618374,0.388170,20.847664,0.086757,19.817854,0.041473,19.312057,0.041513,0.543457
24.718817,4.674082,23.587887,0.948040,21.968452,0.243567,20.759689,0.098742,20.171410,0.091605,0.624271
22.698807,0.727264,22.824345,0.469256,21.154568,0.115097,20.109026,0.054230,19.593351,0.053790,0.543113
23.014664,0.972825,22.890505,0.498740,21.356936,0.138679,20.347929,0.067577,19.886993,0.070494,0.625094
22.301567,0.504425,22.603737,0.382971,20.921839,0.092891,20.017313,0.049837,19.535950,0.051020,0.495415
26.175283,17.876514,22.834055,0.473472,20.925312,0.093188,19.940636,0.046439,19.442593,0.046816,0.504939
22.076309,0.409914,20.655361,0.063653,19.199923,0.019020,18.644169,0.014070,18.279814,0.016043,0.223249
27.065582,40.588406,22.538582,0.360666,21.063862,0.105872,20.169968,0.057361,19.732517,0.061145,0.536441
22.983313,0.945136,22.819662,0.467236,21.677261,0.186270,20.751163,0.097970,20.194550,0.093579,0.621884
22.463545,0.585582,20.795671,0.072434,19.323769,0.021318,18.676371,0.014494,18.186590,0.014723,0.180030
22.733990,0.751216,21.600258,0.151976,19.790806,0.032776,19.101686,0.021444,18.637222,0.022297,0.366365
22.548315,0.633134,22.001093,0.219841,20.208864,0.048171,19.475080,0.030245,18.947670,0.029677,0.363727
22.234379,0.474155,20.440508,0.052225,18.802071,0.013185,18.216061,0.009485,17.840063,0.010700,0.232496
24.289976,3.148908,22.931494,0.517927,21.287994,0.130147,20.306486,0.065046,19.862543,0.068925,0.532416
23.356148,1.332381,22.601608,0.382221,21.017021,0.101402,20.255032,0.062036,19.675253,0.058004,0.367180
22.553671,0.636265,22.087973,0.238156,20.362526,0.055494,19.639393,0.035187,19.173380,0.036535,0.384431
23.062836,1.016959,21.600010,0.151941,19.817574,0.033594,19.152271,0.022467,18.714235,0.023936,0.351196
22.571857,0.647012,22.805084,0.461005,21.227880,0.123137,20.206984,0.059350,19.679218,0.058216,0.542217
23.358297,1.335021,22.589983,0.378151,20.933216,0.093869,20.043831,0.051069,19.557158,0.052026,0.487632
22.930759,0.900478,22.687914,0.413844,21.025269,0.102175,20.130299,0.055303,19.673023,0.057885,0.519927
23.329350,1.299898,23.481125,0.859254,21.750784,0.199320,20.478401,0.076206,19.973064,0.076310,0.614514
22.905516,0.879783,21.824308,0.186808,20.096010,0.043415,19.468348,0.030058,19.099779,0.034140,0.334806
22.541183,0.628988,22.476448,0.340605,21.149221,0.114532,20.487125,0.076821,20.005373,0.078615,0.297197
22.754461,0.765515,21.873989,0.195554,20.137798,0.045119,19.482420,0.030451,19.052971,0.032700,0.365013
21.993601,0.379848,20.812588,0.073571,19.317541,0.021196,18.703180,0.014856,18.298882,0.016327,0.224435
22.824345,0.816407,23.078102,0.592806,21.699240,0.190079,20.420759,0.072266,19.876064,0.069788,0.782426
25.189199,7.208571,22.602026,0.382369,20.813860,0.084097,19.949305,0.046811,19.447763,0.047040,0.453760
22.554855,0.636959,21.722982,0.170163,19.992256,0.039458,19.340694,0.026724,18.931990,0.029252,0.347760
23.723984,1.869660,23.126358,0.619748,21.817722,0.211995,20.882723,0.110590,20.538128,0.128413,0.611969
23.187677,1.140881,23.318546,0.739759,21.661173,0.183530,20.529251,0.079860,20.081570,0.084331,0.662071
23.999657,2.410083,22.908861,0.507244,21.391357,0.143146,20.417160,0.072027,19.936491,0.073783,0.523706
22.065363,0.405803,20.580709,0.059423,19.110037,0.017509,18.514454,0.012486,18.141956,0.014130,0.224709
22.617645,0.674881,21.582672,0.149534,19.790194,0.032758,19.131159,0.022034,18.706188,0.023759,0.338176
24.942085,5.741215,23.057692,0.581766,21.752552,0.199645,20.697250,0.093224,20.062370,0.082852,0.657112
22.279781,0.494404,20.244020,0.043579,18.675491,0.011734,18.124578,0.008719,17.782122,0.010144,0.220113
23.822964,2.048117,22.730175,0.430271,20.923153,0.093003,20.153307,0.056487,19.690739,0.058837,0.425549
24.301443,3.182339,22.737717,0.433270,21.150183,0.114633,20.415936,0.071945,19.891129,0.070763,0.445256
24.606546,4.214903,21.739111,0.172710,19.890968,0.035944,19.226286,0.024052,18.791670,0.025705,0.346881
22.293932,0.538117,23.376320,0.833796,21.703217,0.182291,20.756887,0.088738,20.288542,0.087131,0.551428
23.049032,1.078741,22.597464,0.406928,21.114460,0.105989,20.156483,0.051044,19.678940,0.049697,0.515252
23.465927,1.583708,22.069790,0.250293,20.394863,0.054629,19.714268,0.033967,19.295027,0.034895,0.413907
22.676836,0.765664,23.658276,1.081041,21.930719,0.224784,20.760437,0.089029,20.288778,0.087149,0.628711
23.241793,1.288314,23.575239,1.001446,22.007780,0.241318,20.806150,0.092857,20.279505,0.086408,0.628458
21.835701,0.352846,20.656431,0.068093,19.145008,0.017278,18.540787,0.011526,18.149527,0.012150,0.221833
23.353010,1.427276,21.916027,0.217242,20.289900,0.049595,19.450516,0.026642,19.031656,0.027379,0.477364
25.476324,10.088666,23.480211,0.917522,21.741800,0.188885,20.661427,0.081269,20.220612,0.081846,0.547566
24.804174,5.432183,22.456871,0.357504,20.661417,0.069830,19.857439,0.038755,19.406847,0.038681,0.449226
23.621414,1.827552,22.674009,0.436653,21.445263,0.143742,20.513857,0.070941,20.051987,0.070073,0.581039
21.451597,0.247710,20.005289,0.037381,18.642944,0.010881,18.126909,0.007873,17.780628,0.008650,0.220561
23.231190,1.275793,21.831161,0.200908,20.070246,0.040511,19.448883,0.026602,19.035536,0.027477,0.365096
25.936008,15.406620,23.208792,0.714577,21.375759,0.134828,20.299000,0.058204,19.834185,0.057336,0.551982
23.711090,1.984909,23.068317,0.627855,21.513397,0.153051,20.520817,0.071397,20.006550,0.067201,0.590755
20.825687,0.139181,19.480989,0.023064,18.504335,0.009577,17.957218,0.006734,17.509205,0.006737,0.062347
23.628361,1.839283,23.295061,0.773672,21.495775,0.150587,20.715412,0.085412,20.171633,0.078236,0.450669
24.502108,4.112892,23.185234,0.699239,21.739395,0.188467,20.508612,0.070599,19.973558,0.065189,0.698221
22.076435,0.440431,21.026062,0.095710,19.403749,0.021927,18.862171,0.015496,18.507975,0.016902,0.318759
23.038111,1.067945,22.018927,0.238837,20.238268,0.047292,19.474277,0.027231,19.023722,0.027180,0.449083
23.640425,1.859834,23.213791,0.717875,21.569828,0.161216,20.690742,0.083494,20.164886,0.077751,0.522537
23.620102,1.825345,22.784061,0.483233,21.078054,0.102494,20.188313,0.052563,19.673872,0.049465,0.506543
21.787710,0.337589,20.469851,0.057342,19.105970,0.016667,18.603342,0.012209,18.247393,0.013296,0.221124
21.862751,0.361746,20.217701,0.045458,18.780624,0.012352,18.259254,0.008893,17.904804,0.009698,0.223031
23.146088,1.179612,21.412737,0.136655,19.740334,0.029896,19.158405,0.020357,18.783691,0.021789,0.315869
23.912924,2.390418,22.069803,0.250296,20.290558,0.049625,19.608639,0.030818,19.189161,0.031653,0.408440
23.338377,1.408171,22.801645,0.491123,21.157745,0.110300,20.302866,0.058412,19.823236,0.056761,0.493492
23.374582,1.455918,22.501122,0.372375,20.831848,0.081699,19.984444,0.043565,19.501665,0.042210,0.490954
20.890150,0.147695,19.540434,0.024362,18.376852,0.008516,17.904490,0.006414,17.572847,0.007143,0.172437
24.002518,2.596040,23.749277,1.175556,21.923779,0.223352,20.796980,0.092076,20.215685,0.081476,0.593244
25.909197,15.030836,23.141634,0.671716,21.472908,0.147449,20.363285,0.061755,19.817251,0.056449,0.593872
22.831059,0.882527,22.026058,0.240412,20.472780,0.058693,19.872890,0.039311,19.440290,0.039891,0.404113
20.153128,0.074913,18.667534,0.010903,17.706711,0.004594,17.296339,0.003663,16.971233,0.004104,0.084326
22.902035,0.942146,22.382874,0.333950,20.926989,0.089181,20.223106,0.054275,19.706116,0.050957,0.450389
24.601263,4.506194,23.214785,0.718532,21.593454,0.164763,20.405069,0.064178,19.883226,0.059985,0.640216
21.972618,0.400268,20.681473,0.069682,19.220980,0.018530,18.656532,0.012822,18.277451,0.013669,0.254239
22.664555,0.757052,22.235363,0.291526,21.254824,0.120617,20.589718,0.076075,20.167671,0.077951,0.576309
23.800350,2.154986,22.578697,0.399955,21.162916,0.110827,20.275591,0.056963,19.751410,0.053127,0.519819
20.681135,0.121831,19.255123,0.018732,18.154814,0.006941,17.586773,0.004787,17.114006,0.004681,0.059545
23.423933,1.523622,22.617283,0.414424,21.027205,0.097805,19.962210,0.042682,19.452179,0.040330,0.627393
24.408028,3.771510,22.863705,0.520013,21.171103,0.111665,20.094419,0.048208,19.598885,0.046164,0.628342
23.670958,1.912878,23.262012,0.750477,21.657377,0.174755,20.565443,0.074393,20.030514,0.068700,0.597111
20.955135,0.156805,19.573023,0.025104,18.429365,0.008938,17.935713,0.006601,17.551489,0.007004,0.156015
23.652687,1.880958,23.273352,0.758355,21.602066,0.166075,20.516495,0.071114,19.896727,0.060736,0.560966
23.759884,2.076147,23.633427,1.056581,21.928461,0.224317,20.702459,0.084399,19.972162,0.065106,0.760065
23.439514,1.545646,22.963297,0.569968,21.289436,0.124524,20.319563,0.059317,19.879978,0.059806,0.564059
22.572807,0.695709,21.589954,0.160884,19.792360,0.031363,19.193169,0.021020,18.793926,0.021995,0.354455
24.069246,2.760595,23.123466,0.660570,21.415560,0.139863,20.436747,0.066078,19.963442,0.064585,0.562892
22.659224,0.753345,22.637812,0.422335,20.941717,0.090399,20.099234,0.048423,19.625380,0.047305,0.504435
24.124165,2.903824,20.762028,0.075049,19.195017,0.018092,18.526690,0.011377,18.013393,0.010718,0.194799
23.587534,1.771405,22.562679,0.394098,20.921555,0.088736,20.195818,0.052928,19.761559,0.053626,0.446978
23.171328,1.207357,23.448700,0.891276,22.267859,0.306634,21.060881,0.117411,20.408985,0.097353,0.668723
23.827183,2.208908,22.753305,0.469736,21.171577,0.111714,20.110422,0.048924,19.561218,0.044590,0.564344
22.902491,0.942542,22.944635,0.560255,21.269196,0.122224,20.298283,0.058166,19.726692,0.051931,0.502501
23.545042,1.703416,22.672279,0.435957,21.113239,0.105870,20.210501,0.053648,19.767406,0.053916,0.494230
23.071499,1.101295,21.849180,0.204270,20.144382,0.043374,19.464451,0.026986,19.045687,0.027735,0.415481
21.237640,0.203404,19.663515,0.027286,18.331646,0.008168,17.838621,0.006037,17.478487,0.006549,0.194307
21.483326,0.255055,21.801702,0.195530,20.843496,0.082580,19.971260,0.043039,19.426628,0.039392,0.506130
22.715145,0.793163,20.967466,0.090681,19.390528,0.021662,18.797167,0.014596,18.409081,0.015431,0.283130
20.180281,0.076810,18.746750,0.011728,17.647049,0.004348,17.180393,0.003292,16.781225,0.003445,0.115271
23.371672,1.452022,23.366947,0.826630,21.588984,0.164086,20.441595,0.066373,19.927822,0.062500,0.597435
22.706287,0.786718,21.489868,0.146717,19.908985,0.034920,19.265907,0.022476,18.779209,0.021699,0.341558
24.732111,5.083337,22.337324,0.320230,21.265905,0.121854,20.607082,0.077302,20.142235,0.076146,0.567059
23.461056,1.576619,22.168270,0.274056,20.374142,0.053596,19.717937,0.034082,19.262756,0.033873,0.376985
21.182236,0.193285,19.601376,0.025768,18.364391,0.008418,17.880459,0.006274,17.487671,0.006604,0.169564
22.185278,0.486873,21.283928,0.121368,19.680260,0.028287,19.046307,0.018360,18.559658,0.017726,0.318438
23.155573,1.189962,21.506001,0.148913,19.708788,0.029040,19.086924,0.019060,18.667559,0.019578,0.368930
23.093092,1.123416,21.742964,0.185233,19.961994,0.036667,19.371336,0.024768,18.988493,0.026312,0.332792
22.085737,0.444221,20.766520,0.075360,19.320017,0.020299,18.768217,0.014212,18.399225,0.015291,0.231667
22.067490,0.436818,21.627636,0.166566,20.861757,0.083981,20.204739,0.053364,19.762054,0.053651,0.599960
23.679422,1.927850,22.499727,0.371897,21.525530,0.154771,20.655960,0.080861,20.227535,0.082370,0.672138
24.804613,5.434372,23.534910,0.964931,21.877878,0.214106,20.876469,0.099070,20.346628,0.091919,0.584053
23.028028,1.058072,23.157030,0.681309,21.470221,0.147084,20.404463,0.064142,19.851795,0.058274,0.576041
23.175110,1.211570,22.855625,0.516158,21.212191,0.115972,20.310387,0.058818,19.826067,0.056909,0.570655
22.451916,0.622401,21.391382,0.133994,19.529196,0.024613,18.854446,0.015386,18.422167,0.015618,0.366011
23.411018,1.505607,23.081333,0.635427,21.230175,0.117909,20.119783,0.049348,19.728178,0.052003,0.648480
23.501608,1.636619,22.724993,0.457646,21.098288,0.104422,20.378368,0.062619,19.866251,0.059055,0.453383
22.397539,0.591998,21.638981,0.168316,20.588923,0.065320,20.005209,0.044406,19.592173,0.045880,0.172108
23.411869,1.506787,23.049870,0.617277,21.371494,0.134300,20.185915,0.052447,19.625849,0.047325,0.587017
23.884296,2.328214,23.291187,0.770916,21.599752,0.165721,20.514292,0.070970,19.965416,0.064702,0.586629
23.944494,2.460945,22.819799,0.499404,21.134193,0.107933,20.246895,0.055477,19.704967,0.050903,0.470569
23.325583,1.391672,22.004969,0.235787,21.189512,0.113575,20.818953,0.093959,20.535725,0.109407,0.235563
24.620054,4.584860,22.733837,0.461388,20.943384,0.090538,19.986210,0.043635,19.430862,0.039546,0.502223
22.832703,0.883864,21.896486,0.213367,20.690527,0.071728,19.803381,0.036873,19.435043,0.039698,0.639920
23.437677,1.543034,21.481293,0.145562,19.755526,0.030317,19.160583,0.020398,18.799360,0.022105,0.295877
23.505682,1.642771,22.093678,0.255861,20.089212,0.041225,19.246853,0.022085,18.754932,0.021219,0.441446
24.004032,2.599665,22.377821,0.332400,20.561796,0.063708,19.585762,0.030176,19.074556,0.028482,0.503429
24.872229,5.783562,22.398294,0.338727,20.573021,0.064370,19.812637,0.037189,19.287554,0.034656,0.418142
24.725588,5.052883,23.022877,0.602120,21.992334,0.237909,20.984549,0.109440,20.537249,0.109560,0.718092
21.414896,0.239477,20.092510,0.040508,18.824612,0.012862,18.277897,0.009047,17.883978,0.009514,0.172165
25.882744,14.669043,23.414644,0.863754,21.708303,0.183147,20.885593,0.099906,20.398073,0.096379,0.475544
22.862511,0.908465,22.660156,0.431116,20.795843,0.079034,19.903088,0.040420,19.395895,0.038292,0.470815
21.752701,0.326877,20.265890,0.047521,19.088850,0.016407,18.504286,0.011145,18.051874,0.011105,0.086941
24.784800,5.336098,21.393059,0.134201,19.635351,0.027140,19.043959,0.018321,18.688984,0.019969,0.298160
23.535950,1.689213,22.678774,0.438573,20.834002,0.081861,20.047798,0.046182,19.675274,0.049529,0.478913
23.608789,1.806425,22.966835,0.571829,21.056479,0.100478,20.096163,0.048286,19.663702,0.049004,0.531911
23.129272,1.161483,22.703859,0.448823,21.046598,0.099567,20.208458,0.053547,19.664991,0.049062,0.514425
23.567190,1.738522,23.247366,0.740421,21.156487,0.110172,20.168711,0.051623,19.717171,0.051478,0.500808
24.482342,4.038698,23.173481,0.691711,21.341829,0.130680,20.129723,0.049802,19.561054,0.044584,0.612879
20.641636,0.117479,19.311207,0.019725,18.384245,0.008574,17.811077,0.005886,17.368418,0.005917,0.059051
23.834177,2.223181,22.849207,0.513115,21.045097,0.099430,20.090290,0.048025,19.617367,0.046957,0.501916
21.847691,0.356763,19.862286,0.032768,18.549303,0.009982,17.995499,0.006975,17.572725,0.007142,0.138689
22.888458,0.930438,22.358652,0.326583,21.105982,0.105165,20.409513,0.064441,20.001759,0.066905,0.508328
21.431734,0.243219,19.704304,0.028330,18.476036,0.009330,18.010780,0.007074,17.653614,0.007695,0.144922
24.482347,4.038715,22.609455,0.411447,20.957169,0.091695,20.122652,0.049479,19.612711,0.046756,0.504422
28.058008,108.769646,22.934267,0.554931,21.167337,0.111279,20.324806,0.059604,19.845558,0.057940,0.486318
21.177959,0.192526,19.512062,0.023733,18.330353,0.008159,17.823103,0.005951,17.442228,0.006334,0.139421
23.069103,1.098869,22.770369,0.477177,21.062773,0.101062,20.138273,0.050196,19.627338,0.047390,0.489480
24.689159,4.886167,22.328465,0.317628,20.753817,0.076033,19.920181,0.041061,19.390457,0.038101,0.490231
23.338444,1.408256,22.887852,0.531708,21.058157,0.100633,20.171452,0.051753,19.640627,0.047974,0.510018
23.079788,1.109736,22.436602,0.350892,20.805569,0.079745,19.989954,0.043786,19.574806,0.045152,0.483096
21.898518,0.373862,20.142355,0.042411,18.762613,0.012149,18.259384,0.008894,17.913742,0.009778,0.204429
23.437899,1.543346,22.464876,0.360149,20.885815,0.085863,19.983374,0.043522,19.502771,0.042253,0.560738
21.484781,0.255398,20.101864,0.040858,18.874445,0.013467,18.319193,0.009398,17.919363,0.009829,0.169557
23.919588,2.405137,22.753773,0.469939,21.100067,0.104593,19.967960,0.042908,19.441004,0.039917,0.567237
25.155615,7.508452,23.255449,0.745954,21.637936,0.171653,20.533445,0.072233,19.957083,0.064208,0.572414
22.069275,0.437536,20.795858,0.077424,19.211382,0.018367,18.655966,0.012816,18.311674,0.014107,0.283561
23.389935,1.476651,21.597507,0.162007,19.804781,0.031724,19.173710,0.020646,18.747370,0.021072,0.370332
22.659454,0.753505,22.217049,0.286650,20.616060,0.066973,19.703651,0.033637,19.252613,0.033558,0.542477
23.404980,1.497257,22.686775,0.441817,21.057890,0.100608,20.080643,0.047601,19.589090,0.045750,0.522963
23.862764,2.282498,22.776150,0.479725,21.228514,0.117729,20.030565,0.045455,19.500257,0.042156,0.690698
22.797794,0.855899,22.469728,0.361763,21.092787,0.103895,20.243883,0.055323,19.749792,0.053048,0.516963
22.226444,0.505687,20.850645,0.081431,19.203781,0.018239,18.627665,0.012486,18.250286,0.013331,0.286878
21.934790,0.386563,20.649094,0.067635,19.214050,0.018412,18.600451,0.012177,18.154947,0.012210,0.192962
22.072868,0.438987,21.509502,0.149394,19.879522,0.033985,19.285767,0.022891,18.900766,0.024269,0.290948
22.232010,0.508286,21.694860,0.177205,20.538198,0.062339,19.791582,0.036474,19.351963,0.036774,0.568924
22.643429,0.742465,21.819483,0.198758,20.014288,0.038476,19.294046,0.023066,18.776051,0.021636,0.370141
22.869984,0.914741,21.790129,0.193456,20.004650,0.038136,19.343672,0.024145,18.896362,0.024171,0.387513
23.467592,1.586137,23.165344,0.686546,21.430033,0.141739,20.198872,0.053077,19.664951,0.049061,0.634066
23.276655,1.330352,22.571768,0.397410,20.863161,0.084090,19.929293,0.041407,19.439102,0.039847,0.506382
23.663231,1.899313,22.677868,0.438207,21.194372,0.114084,20.182547,0.052285,19.655455,0.048634,0.569511
23.449219,1.559524,23.473223,0.911636,21.652504,0.173972,20.476122,0.068518,19.950182,0.063801,0.625457
23.227116,1.271015,22.944405,0.560137,21.369877,0.134100,20.336655,0.060258,19.820457,0.056616,0.565673
23.287476,1.343675,21.629549,0.166860,19.890427,0.034328,19.099318,0.019279,18.671284,0.019646,0.486505
22.380016,0.582520,22.189169,0.279383,20.547440,0.062871,19.667553,0.032537,19.207565,0.032194,0.483806
23.110144,1.141200,22.771868,0.477836,21.124640,0.106988,20.059263,0.046673,19.513891,0.042688,0.560628
24.199764,3.113224,23.129795,0.664431,21.557964,0.159464,20.754038,0.088506,20.238352,0.083194,0.487596
23.383509,1.467938,21.105854,0.103009,19.467768,0.023259,18.883677,0.015806,18.483696,0.016528,0.301269
22.864216,0.909894,22.420639,0.345771,21.488342,0.149560,20.581339,0.075490,20.116575,0.074368,0.533111
23.110052,1.141103,22.269003,0.300700,20.360054,0.052905,19.640551,0.031738,19.184698,0.031523,0.413451
21.109144,0.180702,19.731363,0.029045,18.634264,0.010794,18.253010,0.008842,17.988565,0.010476,0.287079
24.140642,2.948229,22.129616,0.264471,20.343262,0.052093,19.698862,0.033489,19.288593,0.034689,0.370367
22.994886,1.026263,21.340693,0.127882,19.575762,0.025691,18.957558,0.016919,18.544544,0.017481,0.371285
22.788473,0.848581,23.431847,0.877547,21.653555,0.174141,20.321404,0.059418,19.797365,0.055424,0.631704
22.587751,0.705350,23.174999,0.692679,21.552675,0.158689,20.596678,0.076564,20.072821,0.071430,0.525755
21.735292,0.321678,21.889263,0.211952,20.381104,0.053941,19.781984,0.036153,19.384764,0.037902,0.292148
22.956734,0.990826,21.588926,0.160732,19.845356,0.032932,19.245991,0.022067,18.861927,0.023417,0.373190
21.475307,0.253179,20.164570,0.043287,18.686432,0.011325,18.153732,0.008070,17.795736,0.008771,0.226799
22.016508,0.416781,21.766563,0.189303,21.409832,0.139127,21.142405,0.126566,20.803104,0.139957,0.177573
23.013866,1.044362,23.052113,0.618554,21.447140,0.143990,20.436958,0.066091,19.962334,0.064519,0.543638
22.491903,0.645751,22.423115,0.346560,20.698408,0.072250,19.915159,0.040871,19.377504,0.037649,0.416914
19.531233,0.042247,18.050407,0.006176,17.138823,0.002723,16.742117,0.002199,16.435114,0.002505,0.059446
22.584188,0.703040,21.218771,0.114299,19.641844,0.027303,19.100441,0.019299,18.768421,0.021484,0.280789
