,Target_Name,obsid,obs_chunk,RA_(J2000),Dec_(J2000),start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,Eclip_LONG,Eclip_LAT,GroupID,GroupSize
1583,SA104N,55400013,1.0,190.66284,-0.43159,2005-04-01 06:30:00,"Oct 18, 2014",865.728,0.0,1246.0,"Apr 12, 2005",189.970316472,3.82373944539,143.0,47.0
1584,SA104N,55400005,1.0,190.66314,-0.51297,2005-03-10 10:06:00,"Oct 7, 2014",503.683,518.536,900.0,"Mar 21, 2005",190.002544555,3.74898202901,143.0,47.0
1586,SA104N,55400016,1.0,190.6686,-0.43815,2005-04-19 17:50:00,"Oct 18, 2014",1142.315,1146.122,1161.0,"Apr 30, 2005",189.97820346,3.81996041703,143.0,47.0
1587,SA104SW,55350012,1.0,190.66915,-0.72013,2005-03-07 00:02:00,"Oct 7, 2014",957.243,1437.998,1548.0,"Mar 18, 2005",190.089395538,3.56072961901,143.0,47.0
1588,SA104N,55400010,1.0,190.671,-0.52294,2005-03-21 08:34:00,"Oct 7, 2014",1030.257,567.467,1251.0,"Apr 1, 2005",190.013705554,3.74288781653,143.0,47.0
1589,SA104SW,55350011,1.0,190.67229,-0.7152,2005-03-06 22:25:00,"Oct 7, 2014",1154.104,1592.514,1757.0,"Mar 17, 2005",190.090355447,3.5664954909,143.0,47.0
1591,SA104N,55400014,1.0,190.69162,-0.44736,2005-04-05 12:58:00,"Oct 18, 2014",714.461,0.0,1446.0,"Apr 16, 2005",190.003046099,3.82050454278,143.0,47.0
1592,NGC4642OFFSET,84612002,1.0,190.772,-0.6131,2014-08-07 05:34:00,"Aug 17, 2014",1351.437,1337.322,1356.0,"Aug 18, 2014",190.142215049,3.69948624243,143.0,47.0
1593,NGC4642OFFSET,84612001,1.0,190.79387,-0.62638,2014-08-05 05:26:00,"Aug 15, 2014",1023.067,999.373,1035.0,"Aug 16, 2014",190.167590398,3.69582974204,143.0,47.0
1594,NGC4642OFFSET,84612004,1.0,190.80255,-0.64584,2014-08-12 02:11:00,"Aug 22, 2014",1755.11,1742.275,1761.0,"Aug 23, 2014",190.18322873,3.68132188156,143.0,47.0
1595,NGC4642OFFSET,84612005,1.0,190.84425,-0.58855,2014-08-14 08:36:00,"Aug 24, 2014",3512.718,3477.321,3530.0,"Aug 25, 2014",190.199200661,3.7503639204,143.0,47.0
1598,SA104NE,55450003,1.0,190.97813,-0.60005,2005-03-11 16:21:00,"Oct 7, 2014",597.984,614.192,631.0,"Mar 22, 2005",190.327169859,3.79218385603,143.0,47.0
1599,SA104NE,55450006,1.0,190.98783,-0.59963,2005-03-28 16:55:00,"Oct 7, 2014",334.436,609.746,900.0,"Apr 8, 2005",190.335950609,3.79636621338,143.0,47.0
1601,SA104NE,55450005,1.0,190.98987,-0.54851,2005-03-28 17:08:00,"Oct 7, 2014",512.566,882.535,627.0,"Apr 8, 2005",190.317781461,3.84420721428,143.0,47.0
1602,SA104NE,55450007,1.0,191.00044,-0.53778,2005-04-01 03:14:00,"Oct 18, 2014",1691.4,0.0,2410.0,"Apr 12, 2005",190.323321156,3.85821787384,143.0,47.0
1603,SA104NE,55450010,1.0,191.00362,-0.54421,2005-04-19 18:12:00,"Oct 18, 2014",2314.397,2315.435,2346.0,"Apr 30, 2005",190.328776146,3.85354514057,143.0,47.0
1604,SA104NE,55450008,1.0,191.03043,-0.54767,2005-04-05 08:08:00,"Oct 18, 2014",1316.777,737.518,2319.0,"Apr 16, 2005",190.35486,3.86085224179,143.0,47.0
1605,ASASSN-14LP,33545005,1.0,191.2151,-0.42711,2014-12-18 09:17:00,"Dec 28, 2014",833.245,697.781,840.0,"Dec 29, 2014",190.477929215,4.04404937485,144.0,29.0
1608,ASASSN-14LP,33545001,1.0,191.27016,-0.44777,2014-12-10 09:35:00,"Dec 20, 2014",1496.856,1470.159,1502.0,"Dec 21, 2014",190.536828934,4.04656948132,144.0,29.0
1609,ASASSN-14LP,33545006,1.0,191.27722,-0.44353,2014-12-18 01:15:00,"Dec 28, 2014",694.301,673.041,1200.0,"Dec 29, 2014",190.5416804,4.05323273233,144.0,29.0
1610,ASASSN-14LP,33548002,1.0,191.28267,-0.44918,2014-12-18 04:27:00,"Dec 28, 2014",1835.347,1826.544,3000.0,"Dec 29, 2014",190.548923872,4.05016395331,144.0,29.0
1611,ASASSN-14LP,33548001,1.0,191.28431,-0.45611,2014-12-13 06:40:00,"Dec 23, 2014",19883.291,19742.67,20002.0,"Dec 24, 2014",190.55315384,4.04442716431,144.0,29.0
1612,ASASSN-14LP,33545021,1.0,191.28571,-0.42568,2015-01-22 00:34:00,"Feb 1, 2015",2973.636,2878.17,2999.0,"Feb 2, 2015",190.542515456,4.0729812509,144.0,29.0
1613,ASASSN-14LP,33545003,1.0,191.28595,-0.43276,2014-12-12 06:13:00,"Dec 22, 2014",1481.815,1457.449,1487.0,"Dec 23, 2014",190.545512676,4.06655896493,144.0,29.0
1614,ASASSN-14LP,33548003,1.0,191.2887,-0.46165,2014-12-18 01:24:00,"Dec 28, 2014",19112.167,19009.178,17784.0,"Dec 29, 2014",190.559376065,4.04104501047,144.0,29.0
1615,ASASSN-14LP,33545007,1.0,191.29553,-0.43121,2014-12-20 19:04:00,"Dec 30, 2014",2176.398,1802.776,2198.0,"Dec 31, 2014",190.55374411,4.07173180947,144.0,29.0
1616,ASASSN-14LP,33545022,1.0,191.29637,-0.42587,2015-01-25 14:39:00,"Feb 4, 2015",3906.48,3832.054,3926.0,"Feb 5, 2015",190.552425599,4.07697504999,144.0,29.0
1617,ASASSN-14LP,33545019,1.0,191.29912,-0.44676,2015-01-14 15:06:00,"Jan 24, 2015",2028.402,1977.375,1985.0,"Jan 25, 2015",190.563152686,4.0588239419,144.0,29.0
1618,ASASSN-14LP,33545013,1.0,191.30011,-0.45244,2015-01-01 18:23:00,"Jan 11, 2015",2577.501,2199.408,2591.0,"Jan 12, 2015",190.566292832,4.05398336308,144.0,29.0
1619,ASASSN-14LP,33545017,1.0,191.30228,-0.45571,2015-01-09 12:03:00,"Jan 19, 2015",995.385,804.093,1007.0,"Jan 20, 2015",190.5695769,4.05182227961,144.0,29.0
1620,ASASSN-14LP,33545002,1.0,191.30312,-0.44003,2014-12-11 17:46:00,"Dec 21, 2014",1481.802,1430.924,1494.0,"Dec 22, 2014",190.564204958,4.06658216924,144.0,29.0
1621,ASASSN-14LP,33545024,1.0,191.30455,-0.46289,2015-02-03 15:40:00,"Feb 13, 2015",4089.402,4015.233,4110.0,"Feb 14, 2015",190.574485987,4.04610161045,144.0,29.0
1622,ASASSN-14LP,33545012,1.0,191.30544,-0.46207,2014-12-30 21:39:00,"Jan 9, 2015",2526.24,2147.493,2540.0,"Jan 10, 2015",190.574985689,4.04720433802,144.0,29.0
1623,ASASSN-14LP,33545023,1.0,191.30593,-0.4686,2015-01-30 19:21:00,"Feb 9, 2015",4081.605,4008.04,4101.0,"Feb 10, 2015",190.577997605,4.04138586007,144.0,29.0
1624,ASASSN-14LP,33545015,1.0,191.3063,-0.43721,2015-01-05 19:52:00,"Jan 15, 2015",2677.907,2295.93,2691.0,"Jan 16, 2015",190.566033509,4.07042111778,144.0,29.0
1625,ASASSN-14LP,33545018,1.0,191.31208,-0.45382,2015-01-10 00:53:00,"Jan 20, 2015",1938.215,1558.472,1951.0,"Jan 21, 2015",190.577878017,4.05739381607,144.0,29.0
1626,ASASSN-14LP,33545025,1.0,191.31251,-0.42564,2015-02-06 13:57:00,"Feb 16, 2015",3829.867,3752.331,3092.0,"Feb 17, 2015",190.567227513,4.08349814065,144.0,29.0
1627,ASASSN-14LP,33545009,1.0,191.31468,-0.45501,2014-12-24 18:55:00,"Jan 5, 2015",2136.226,1751.351,2148.0,"Jan 4, 2015",190.580743434,4.0573151997,144.0,29.0
1628,ASASSN-14LP,33545010,1.0,191.31643,-0.44856,2014-12-26 04:38:00,"Jan 5, 2015",985.678,797.204,999.0,"Jan 6, 2015",190.579829634,4.06393591966,144.0,29.0
1629,ASASSN-14LP,33545016,1.0,191.31789,-0.45231,2015-01-07 21:31:00,"Jan 17, 2015",2600.07,2213.736,2610.0,"Jan 18, 2015",190.582646769,4.06105537736,144.0,29.0
1630,ASASSN-14LP,33545027,1.0,191.31972,-0.48091,2015-02-15 16:48:00,"Feb 25, 2015",2180.416,2140.504,2194.0,"Feb 26, 2015",190.595546264,4.03544792881,144.0,29.0
1631,ASASSN-14LP,33545011,1.0,191.32079,-0.43149,2014-12-28 21:57:00,"Jan 7, 2015",2449.916,2067.781,2464.0,"Jan 8, 2015",190.577160778,4.08135161247,144.0,29.0
1632,ASASSN-14LP,33545020,1.0,191.32552,-0.45125,2015-01-18 03:51:00,"Jan 28, 2015",3640.049,3516.698,3671.0,"Jan 29, 2015",190.589271234,4.0650143756,144.0,29.0
1633,ASASSN-14LP,33545026,1.0,191.32889,-0.4621,2015-02-11 05:51:00,"Feb 21, 2015",1985.867,1909.765,2005.0,"Feb 22, 2015",190.59663379,4.05634583851,144.0,29.0
1634,PBCJ1252.0-0034,48040004,1.0,192.95083,-0.60049,2012-05-16 08:32:00,"May 23, 2012",3417.434,3410.728,3433.0,"May 23, 2012",192.148454499,4.56139702674,145.0,4.0
1635,PBCJ1252.0-0034,48040003,1.0,192.96109,-0.56644,2012-05-10 10:04:00,"May 16, 2012",168.028,167.866,175.0,"May 17, 2012",192.144652468,4.59675653804,145.0,4.0
1636,PBCJ1252.0-0034,48040002,1.0,192.96243,-0.5842,2012-05-07 19:34:00,"May 13, 2012",733.214,732.851,740.0,"May 14, 2012",192.15281978,4.58091556735,145.0,4.0
1640,ASASSN-16AT,34284018,1.0,193.77681,0.08725,2016-02-08 14:17:00,"Feb 18, 2016",942.732,893.667,953.0,"Feb 19, 2016",192.644266584,5.51600679873,147.0,23.0
1641,ASASSN-16AT,34284013,1.0,193.79218,0.08064,2016-02-01 00:27:00,"Feb 11, 2016",955.276,934.234,962.0,"Feb 12, 2016",192.661075001,5.51588032497,147.0,23.0
1642,ASASSN-16AT,34284014,1.0,193.79329,0.08231,2016-02-01 18:00:00,"Feb 11, 2016",957.785,937.357,965.0,"Feb 12, 2016",192.661451604,5.51785021416,147.0,23.0
1643,ASASSN-16AT,34284009,1.0,193.79419,0.08886,2016-01-24 18:42:00,"Feb 3, 2016",3003.571,2928.058,3022.0,"Feb 4, 2016",192.659730981,5.5242360852,147.0,23.0
1644,ASASSN-16AT,34284026,1.0,193.7958,0.12972,2016-03-01 14:11:00,"Mar 11, 2016",1163.515,1115.507,1176.0,"Mar 12, 2016",192.645288707,5.56251792371,147.0,23.0
1645,ASASSN-16AT,34284020,1.0,193.81096,0.03783,2016-02-10 09:14:00,"Feb 20, 2016",962.802,937.237,971.0,"Feb 21, 2016",192.695153671,5.48371362468,147.0,23.0
1646,ASASSN-16AT,34284005,1.0,193.81412,0.11618,2016-01-22 10:35:00,"Feb 1, 2016",1378.055,1351.842,1384.0,"Feb 2, 2016",192.667532288,5.55714950603,147.0,23.0
1647,ASASSN-16AT,34284012,1.0,193.81442,0.09871,2016-01-27 03:53:00,"Feb 6, 2016",4860.348,4836.194,4447.0,"Feb 7, 2016",192.674621934,5.5411652046,147.0,23.0
1648,ASASSN-16AT,34284002,1.0,193.81446,0.10751,2016-01-21 12:11:00,"Jan 31, 2016",1988.388,1955.794,1999.0,"Feb 1, 2016",192.671227747,5.54929100718,147.0,23.0
1649,ASASSN-16AT,34284001,1.0,193.81815,0.09997,2016-01-21 01:01:00,"Jan 31, 2016",1985.768,1937.745,2002.0,"Feb 1, 2016",192.677584457,5.54377399449,147.0,23.0
1650,ASASSN-16AT,34284024,1.0,193.81849,0.10984,2016-02-23 13:17:00,"Mar 4, 2016",1388.979,1347.064,1402.0,"Mar 5, 2016",192.674050875,5.55300237621,147.0,23.0
1651,ASASSN-16AT,34284006,1.0,193.81858,0.12231,2016-01-22 18:56:00,"Feb 1, 2016",1898.0,1850.574,1912.0,"Feb 2, 2016",192.669271873,5.56452992693,147.0,23.0
1652,ASASSN-16AT,34284019,1.0,193.81905,0.01858,2016-02-09 22:07:00,"Feb 19, 2016",1832.676,1743.897,1846.0,"Feb 20, 2016",192.71014799,5.46911127293,147.0,23.0
1653,ASASSN-16AT,34284010,1.0,193.81951,0.11306,2016-01-25 06:03:00,"Feb 4, 2016",538.016,514.907,544.0,"Feb 5, 2016",192.673739832,5.55636584923,147.0,23.0
1654,ASASSN-16AT,34284011,1.0,193.82162,0.09191,2016-01-27 03:48:00,"Feb 6, 2016",684.487,677.51,900.0,"Feb 7, 2016",192.683940082,5.5376922937,147.0,23.0
1655,ASASSN-16AT,34284021,1.0,193.82166,0.10871,2016-02-17 10:30:00,"Feb 27, 2016",972.631,932.822,984.0,"Feb 28, 2016",192.677426796,5.55319116191,147.0,23.0
1656,ASASSN-16AT,34284016,1.0,193.83948,0.08113,2016-02-06 16:22:00,"Feb 16, 2016",228.036,212.373,234.0,"Feb 17, 2016",192.704680461,5.53468769875,147.0,23.0
1657,ASASSN-16AT,34284017,1.0,193.84104,0.13655,2016-02-06 23:59:00,"Feb 17, 2016",1544.479,1618.054,1706.0,"Feb 17, 2016",192.684517362,5.58637015426,147.0,23.0
1658,ASASSN-16AT,34284023,1.0,193.84189,0.08364,2016-02-21 13:14:00,"Mar 2, 2016",2169.973,2096.366,2191.0,"Mar 3, 2016",192.705933489,5.53793619722,147.0,23.0
1659,ASASSN-16AT,34284022,1.0,193.84299,0.0778,2016-02-20 13:18:00,"Mar 1, 2016",608.033,583.786,0.0,"Mar 2, 2016",192.709228785,5.53298062443,147.0,23.0
1660,ASASSN-16AT,34284008,1.0,193.84495,0.09933,2016-01-23 15:41:00,"Feb 2, 2016",35.092,34.478,42.0,"Feb 3, 2016",192.702650007,5.55358417088,147.0,23.0
1661,ASASSN-16AT,34284027,1.0,193.84736,0.06175,2016-03-05 07:56:00,"Mar 15, 2016",1790.971,1742.009,1804.0,"Mar 16, 2016",192.719532061,5.519883814,147.0,23.0
1662,ASASSN-16AT,34284007,1.0,193.85974,0.14359,2016-01-23 04:29:00,"Feb 2, 2016",789.795,765.012,797.0,"Feb 3, 2016",192.699089316,5.60011515153,147.0,23.0
1670,TEMPEL1-DOY159,30030001,1.0,195.17644,1.02334,2005-06-08 13:42:00,"Nov 18, 2014",237.653,0.0,600.0,"Jun 19, 2005",193.577359062,6.92121155621,149.0,2.0
1671,TEMPEL1-DOY159,30030002,1.0,195.17902,1.03363,2005-06-08 13:50:00,"Nov 18, 2014",1831.23,1801.013,1577.0,"Jun 19, 2005",193.575746771,6.93169855897,149.0,2.0
1674,SDSSJ130855.35-,36964001,1.0,197.19105,-0.83051,2007-07-30 00:31:00,"Jul 17, 2015",2902.898,2900.223,2986.0,"Aug 10, 2007",196.166186235,5.9842823997,150.0,8.0
1675,SDSSJ130850.11-,36965004,1.0,197.19178,-0.79344,2011-08-20 07:20:00,"Aug 26, 2011",538.048,536.84,544.0,"Aug 27, 2011",196.152621977,6.01881850563,150.0,8.0
1676,SDSSJ130855.35-,36964002,1.0,197.19744,-0.83254,2007-08-03 05:45:00,"Jul 19, 2015",12050.744,11966.711,12317.0,"Aug 14, 2007",196.172903009,5.98484770755,150.0,8.0
1677,SDSSJ130855.35-,36964003,1.0,197.20368,-0.8292,2007-08-07 06:10:00,"Jul 19, 2015",3424.676,3418.638,3657.0,"Aug 18, 2007",196.177417524,5.99031813507,150.0,8.0
1679,SDSSJ130850.11-,36965005,1.0,197.21698,-0.7829,2011-08-21 10:36:00,"Aug 27, 2011",2228.984,2226.763,2240.0,"Aug 28, 2011",196.17198755,6.03818659031,150.0,8.0
1681,1FGLJ1312.6+004,41394003,1.0,198.14794,0.83176,2011-11-29 08:59:00,"Dec 5, 2011",692.467,671.629,700.0,"Dec 6, 2011",196.417717308,7.88595964348,151.0,6.0
1682,1FGLJ1312.6+004,41394002,1.0,198.14901,0.83547,2011-11-27 07:12:00,"Dec 3, 2011",1840.052,1810.182,1852.0,"Dec 4, 2011",196.417286412,7.88979719699,151.0,6.0
1683,1FGLJ1312.6+004,41394006,1.0,198.1568,0.82599,2011-12-02 04:31:00,"Dec 8, 2011",687.32,686.115,702.0,"Dec 9, 2011",196.428206963,7.88400679114,151.0,6.0
1684,1FGLJ1312.6+004,41394004,1.0,198.16857,0.85114,2011-11-30 02:42:00,"Dec 6, 2011",1969.566,1966.607,1995.0,"Dec 7, 2011",196.429500842,7.91174454994,151.0,6.0
1685,1FGLJ1312.6+004,41394005,1.0,198.17421,0.84698,2011-12-01 20:30:00,"Dec 7, 2011",1051.411,1049.054,1057.0,"Dec 8, 2011",196.436366233,7.91005107462,151.0,6.0
1686,J131422.76+0006,34521002,1.0,198.52025,0.13078,2016-05-03 19:30:00,"May 13, 2016",2123.155,2121.708,2136.0,"May 14, 2016",197.03445057,7.37966991983,152.0,4.0
1687,J131422.76+0006,34521001,1.0,198.53795,0.10664,2016-05-01 03:37:00,"May 11, 2016",4986.681,4993.289,5053.0,"May 12, 2016",197.06021402,7.36407504665,152.0,4.0
1688,J131422.76+0006,34521004,1.0,198.555,0.08325,2016-05-11 04:17:00,"May 21, 2016",1785.725,1779.213,1808.0,"May 22, 2016",197.085081994,7.34892523887,152.0,4.0
1689,J131422.76+0006,34521003,1.0,198.56991,0.09077,2016-05-06 06:24:00,"May 16, 2016",1254.861,1334.575,1356.0,"May 17, 2016",197.096103723,7.36154943742,152.0,4.0
1690,RMJ131823.6-003,82072002,1.0,199.54943,-0.51416,2013-08-04 19:04:00,"Aug 14, 2013",902.482,894.351,923.0,"Aug 15, 2013",198.241006644,7.17299694295,153.0,5.0
1691,RMJ131823.6-003,82072004,1.0,199.55639,-0.50037,2013-08-20 18:03:00,"Aug 30, 2013",792.3,789.339,797.0,"Aug 31, 2013",198.242250451,7.18839427031,153.0,5.0
1692,RMJ131823.6-003,82072005,1.0,199.56044,-0.5081,2013-08-21 10:11:00,"Aug 31, 2013",1504.349,1497.575,1528.0,"Sep 1, 2013",198.248973279,7.18276718936,153.0,5.0
1693,RMJ131823.6-003,82072001,1.0,199.56983,-0.50206,2013-07-28 22:03:00,"Aug 7, 2013",92.76,90.062,98.0,"Aug 8, 2013",198.255436113,7.19190678228,153.0,5.0
1694,RMJ131823.6-003,82072003,1.0,199.58294,-0.5122,2013-08-06 23:59:00,"Aug 17, 2013",366.039,414.981,438.0,"Aug 17, 2013",198.271531244,7.18747025628,153.0,5.0
1698,SDSSJ132123.08+,36966004,1.0,200.36436,0.34115,2008-01-05 13:32:00,"Sep 11, 2015",5426.686,5419.988,2961.0,"Jan 16, 2008",198.676932706,8.27256882173,155.0,4.0
1699,SDSSJ132123.08+,36966003,1.0,200.36794,0.33293,2008-01-03 13:30:00,"Sep 11, 2015",1820.242,2164.174,2283.0,"Jan 14, 2008",198.683413657,8.2663038148,155.0,4.0
1701,RMJ132348.6+010,82073003,1.0,200.91563,1.12668,2013-08-05 01:29:00,"Aug 15, 2013",2659.763,2648.86,2689.0,"Aug 16, 2013",198.894243915,9.20785956374,156.0,3.0
1702,RMJ132348.6+010,82073001,1.0,200.93569,1.08329,2013-07-31 14:41:00,"Aug 10, 2013",157.951,156.778,164.0,"Aug 11, 2013",198.929610405,9.17520876205,156.0,3.0
1703,RMJ132348.6+010,82073004,1.0,200.94018,1.14221,2013-08-07 07:57:00,"Aug 17, 2013",323.424,319.535,335.0,"Aug 18, 2013",198.911359642,9.23148621934,156.0,3.0
1705,SAA-COLD-240-4,67975001,1.0,204.98981,-0.0157,2005-08-27 16:20:00,"Dec 20, 2014",599.329,0.0,1272.0,"Sep 7, 2005",203.158843046,9.65948691953,157.0,10.0
1707,SAA-COLD-240-4,67975006,1.0,204.9939,-0.00952,2005-08-29 18:02:00,"Dec 20, 2014",413.164,0.0,507.0,"Sep 9, 2005",203.160411809,9.6667345962,157.0,10.0
1708,SAA-COLD-240-4,67975005,1.0,204.99471,-0.00917,2005-08-29 16:33:00,"Dec 20, 2014",0.911,0.0,823.0,"Sep 9, 2005",203.161046711,9.66735658146,157.0,10.0
1709,SAA-COLD-240-4,67975002,1.0,205.00712,0.0388,2005-08-27 17:58:00,"Dec 20, 2014",0.0,0.0,179.0,"Sep 7, 2005",203.154966326,9.71654200494,157.0,10.0
1710,SAA-COLD-240-4,67975007,1.0,205.01061,-0.00818,2005-08-29 05:26:00,"Dec 20, 2014",2070.661,0.0,2127.0,"Sep 9, 2005",203.175691447,9.67409259855,157.0,10.0
1711,SAA-COLD-240-4,67975004,1.0,205.01199,-0.0013,2005-08-28 18:04:00,"Dec 20, 2014",0.0,0.0,66.0,"Sep 8, 2005",203.17444222,9.6810007335,157.0,10.0
1712,SAA-COLD-240-4,67975003,1.0,205.01404,0.00107,2005-08-28 16:27:00,"Dec 20, 2014",37.64,0.0,936.0,"Sep 8, 2005",203.175498627,9.68395623221,157.0,10.0
1714,PKS1348+007,32281002,1.0,207.79422,0.51325,2012-03-18 13:17:00,"Mar 24, 2012",6400.07,6340.651,6429.0,"Mar 25, 2012",205.62177375,11.1684184345,158.0,2.0
1715,PKS1348+007,32281001,1.0,207.79976,0.50692,2012-03-16 04:51:00,"Mar 22, 2012",11149.536,11253.612,10767.0,"Mar 23, 2012",205.629358904,11.1644965124,158.0,2.0
1721,GRB140311A,591390004,1.0,209.25713,0.62338,2014-03-12 18:44:00,"Mar 22, 2014",3971.858,3966.478,4004.0,"Mar 23, 2014",206.976267257,11.7929782438,161.0,9.0
1722,GRB140311A,591390007,1.0,209.29297,0.62849,2014-03-13 04:47:00,"Mar 23, 2014",4869.777,4856.515,4916.0,"Mar 24, 2014",207.008651359,11.8104597496,161.0,9.0
1723,GRB140311A,591390010,1.0,209.29483,0.64824,2014-03-16 04:23:00,"Mar 26, 2014",4972.515,4968.135,5011.0,"Mar 27, 2014",207.003276644,11.8295868547,161.0,9.0
1724,GRB140311A,591390009,1.0,209.2994,0.62077,2014-03-15 05:59:00,"Mar 25, 2014",4908.288,4907.719,4929.0,"Mar 26, 2014",207.017588756,11.8055195034,161.0,9.0
1725,GRB140311A,591390002,1.0,209.31177,0.58882,2014-03-12 05:56:00,"Mar 22, 2014",3231.948,3205.042,3256.0,"Mar 23, 2014",207.040970438,11.7800257019,161.0,9.0
1726,GRB140311A,591390003,1.0,209.31224,0.60474,2014-03-12 11:19:00,"Mar 22, 2014",2976.135,2952.013,3002.0,"Mar 23, 2014",207.035657077,11.795079439,161.0,9.0
1727,GRB140311A,591390001,1.0,209.31762,0.58898,2014-03-11 23:41:00,"Mar 21, 2014",1760.104,1973.171,2001.0,"Mar 22, 2014",207.046500453,11.7822479207,161.0,9.0
1728,GRB140311A,591390011,1.0,209.3214,0.60513,2014-03-17 06:04:00,"Mar 27, 2014",4810.408,4808.224,4830.0,"Mar 28, 2014",207.044266005,11.7986894831,161.0,9.0
1729,GRB140311A,591390008,1.0,209.3315,0.59992,2014-03-14 05:59:00,"Mar 24, 2014",4560.783,4557.247,4579.0,"Mar 25, 2014",207.055799869,11.7973954436,161.0,9.0
1730,SAA-COLD-241-05,75249019,2.0,209.96132,0.00105,2015-09-03 18:11:00,"Sep 13, 2015",8.379,0.0,1253.0,"Sep 14, 2015",207.873225029,11.4593579415,162.0,18.0
1731,SAA-COLD-241-05,75249016,2.0,209.97352,-0.01184,2015-08-29 18:34:00,"Sep 8, 2015",0.073,0.0,978.0,"Sep 9, 2015",207.889502463,11.4515805232,162.0,18.0
1732,SAA-COLD-244-4,75249004,1.0,209.98019,-0.00485,2009-09-02 17:13:00,"Sep 8, 2009",150.781,0.0,953.0,"Sep 9, 2009",207.893366165,11.4604692627,162.0,18.0
1733,SAA-COLD-244-05,75249013,1.0,209.98098,0.02097,2013-09-03 17:07:00,"Sep 14, 2013",36.134,0.0,360.0,"Sep 14, 2013",207.884858012,11.4849186319,162.0,18.0
1734,SAA-COLD-244-4,75249003,1.0,209.98356,0.00034,2009-09-01 17:09:00,"Sep 7, 2009",198.19,0.0,986.0,"Sep 8, 2009",207.894723515,11.4665127199,162.0,18.0
1735,SAA-COLD-246-05,75249010,1.0,209.99917,-0.01191,2012-09-01 18:19:00,"Sep 7, 2012",17.986,0.0,618.0,"Sep 12, 2012",207.914028567,11.4605318904,162.0,18.0
1736,SAA-COLD-246-13,75249007,1.0,210.00266,-0.0036,2010-09-02 17:25:00,"Sep 8, 2010",28.661,0.0,752.0,"Sep 9, 2010",207.914381992,11.469538345,162.0,18.0
1737,SAA-COLD-246-4,75249005,1.0,210.00501,-0.00046,2009-09-03 15:38:00,"Sep 9, 2009",304.602,0.0,574.0,"Sep 10, 2009",207.915500698,11.473303992,162.0,18.0
1738,SAA-COLD-246-4,75249006,1.0,210.015,0.00301,2009-09-03 17:17:00,"Sep 9, 2009",186.302,0.0,966.0,"Sep 10, 2009",207.9237996,11.4800638572,162.0,18.0
1739,SAA-COLD-244-05,75249012,1.0,210.01742,-0.00055,2013-09-01 18:43:00,"Sep 11, 2013",19.091,0.0,898.0,"Sep 12, 2013",207.927388183,11.4775815027,162.0,18.0
1740,SAA-COLD-246-13,75249008,1.0,210.02249,0.00606,2010-09-03 17:29:00,"Sep 9, 2010",25.459,0.0,798.0,"Sep 10, 2010",207.929861164,11.485551677,162.0,18.0
1741,SAA-COLD-241-05,75249017,2.0,210.02522,0.00823,2015-09-02 16:37:00,"Sep 12, 2015",13.752,0.0,1053.0,"Sep 13, 2015",207.931691041,11.4885426879,162.0,18.0
1744,SAA-COLD-241-05,75249002,1.0,210.0342,0.03821,2008-09-01 17:26:00,"Oct 19, 2015",323.583,0.0,871.0,"Sep 12, 2008",207.92951831,11.5197662025,162.0,18.0
1745,SAA-COLD-241-05,75249001,1.0,210.03662,0.01666,2008-09-01 15:54:00,"Oct 19, 2015",238.782,0.0,609.0,"Sep 12, 2008",207.939559183,11.5004412416,162.0,18.0
1746,SAA-COLD-241-05,75249018,2.0,210.04889,0.0142,2015-09-03 16:32:00,"Sep 13, 2015",5.169,0.0,1163.0,"Sep 14, 2015",207.952164241,11.5024497093,162.0,18.0
1747,SAA-COLD-246-05,75249011,1.0,210.0511,0.02245,2012-09-02 18:21:00,"Sep 8, 2012",59.638,0.0,919.0,"Sep 13, 2012",207.95131747,11.5109501864,162.0,18.0
1749,SAA-COLD-344-0,68649003,1.0,214.9943,-0.00156,2005-12-11 10:06:00,"Jan 28, 2015",13.714,0.0,229.0,"Dec 22, 2005",212.712838443,13.1851310067,163.0,13.0
1750,SAA-COLD-240-06,74194009,3.0,214.99873,-0.01485,2014-08-28 20:00:00,"Sep 7, 2014",0.059,0.0,757.0,"Sep 8, 2014",212.721693996,13.1740899484,163.0,13.0
1753,SAA-COLD-250-03,74194008,1.0,215.01687,0.00152,2013-09-07 17:08:00,"Sep 17, 2013",16.634,0.0,875.0,"Sep 18, 2013",212.73362483,13.1955863992,163.0,13.0
1754,SAA-COLD-250-03,74194007,1.0,215.02014,0.00393,2013-09-07 15:30:00,"Sep 17, 2013",22.364,0.0,826.0,"Sep 18, 2013",212.735961667,13.1989516373,163.0,13.0
1755,SAA-COLD-240-06,74194003,2.0,215.02078,0.00769,2008-08-28 18:52:00,"Oct 19, 2015",149.852,0.0,858.0,"Sep 8, 2008",212.735288904,13.2027090555,163.0,13.0
1756,SAA-COLD-344-0,68649001,1.0,215.02574,-0.02496,2005-12-10 10:00:00,"Jan 28, 2015",0.0,0.0,594.0,"Dec 21, 2005",212.751309335,13.1736001339,163.0,13.0
1757,SAA-COLD-344-0,68649002,1.0,215.02681,-0.02379,2005-12-10 11:37:00,"Jan 28, 2015",78.621,0.0,146.0,"Dec 21, 2005",212.751942947,13.1750606782,163.0,13.0
