Tile,MagType,Error,MagErr_Box,MagErr_Fit
S82p18m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0070898132
S82p18m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4699386867,-0.609437912434
S82p18m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p18m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1159734131
S82p18m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1774767451
S82m9m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9021817294,24.7664397415
S82m9m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9926609137
S82m9m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9116907814,24.7923425228
S82m9m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0165735356
S82m9m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9140554256,-0.609437912434
S82m9m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m9m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2003419503,25.2874453916
S82m9m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3494652801
S82m23m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9491316967,24.7868954738
S82m23m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0147910379
S82m23m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9623230505,24.8237773503
S82m23m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0494089987
S82m23m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7956227644,-0.609437912434
S82m23m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m23m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2076532214,25.3231549054
S82m23m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3997008194
S82m18p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0447102275,24.8147172771
S82m18p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0611442804
S82m18p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.02064075,24.8574310357
S82m18p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1004228297
S82m18p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8818633187,-0.609437912434
S82m18p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m18p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.3282587149
S82m18p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4309226523
S82p2m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9388908984,24.7824364247
S82p2m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0218147849
S82p2m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9190953601,24.8097022178
S82p2m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0456042046
S82p2m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9134534394,-0.609437912434
S82p2m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p2m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2403284909,25.3139830053
S82p2m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3867990151
S82m37m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7897383394,24.5617080756
S82m37m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7409077998
S82m37m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7589658569,24.6026899271
S82m37m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7851401091
S82m37m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6160842353,-0.609437912434
S82m37m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m37m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.0286426485,25.1143188948
S82m37m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2158779383
S82p45p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.770533662,24.5677021363
S82p45p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8099567274
S82p45p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7476406976,24.5968328745
S82p45p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8348486202
S82p45p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6203237355,-0.609437912434
S82p45p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p45p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0710637728
S82p45p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1424558489
S82p20p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9158858636,24.796341171
S82p20p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0529222804
S82p20p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9259538342,24.8229673833
S82p20p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0743126875
S82p20p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9280972258,-0.609437912434
S82p20p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p20p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2645283314,25.356112939
S82p20p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4090678536
S82p25m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8238252581,24.6347013264
S82p25m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8891669269
S82p25m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8366722906,24.6651377658
S82p25m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9153557159
S82p25m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7361579095,-0.609437912434
S82p25m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p25m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.101828242
S82p25m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1662950904
S82m35p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6490470205,24.4197360079
S82m35p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6059117603
S82m35p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6641105899,24.4678189426
S82m35p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.657433426
S82m35p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.3789642173,-0.609437912434
S82m35p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m35p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9471137776
S82m35p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0580856594
S82p34p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6676484448,24.4323043262
S82p34p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6882251106
S82p34p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6827334296,24.4656295162
S82p34p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7171647247
S82p34p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4109843691,-0.609437912434
S82p34p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p34p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.8671631146
S82p34p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9303193196
S82p16m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9688415676,24.784477985
S82p16m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0418647498
S82p16m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9478368267,24.8169625669
S82p16m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0699741672
S82p16m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9011147625,-0.609437912434
S82p16m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p16m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2857953843
S82p16m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3600444667
S82p39p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7466546912,24.4590553053
S82p39p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7036920354
S82p39p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.716389873,24.495424716
S82p39p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7366001989
S82p39p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4355147279,-0.609437912434
S82p39p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p39p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9011795327
S82p39p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9677955273
S82m0p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0255909553,24.8318324845
S82m0p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0816584555
S82m0p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0012147801,24.8635214256
S82m0p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1093904264
S82m0p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9049906925,-0.609437912434
S82m0p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m0p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2895701723,25.344268469
S82m0p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4193304308
S82p13p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9267089234,24.7617694425
S82p13p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0311122097
S82p13p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9037889685,24.7912562179
S82p13p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0549688377
S82p13p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8787761527,-0.609437912434
S82p13p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p13p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2466795618,25.3240394917
S82p13p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3843597788
S82m29m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9601499063,24.8031886732
S82m29m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9952916651
S82m29m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9718453265,24.8373322943
S82m29m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0295889627
S82m29m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.824615882,-0.609437912434
S82m29m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m29m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2707245169,25.3952570542
S82m29m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4863886698
S82p8m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9326323932,24.7331855025
S82p8m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9912483947
S82p8m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9071312726,24.7643828146
S82p8m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.017085371
S82p8m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7506939091,-0.609437912434
S82p8m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p8m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1664874512,25.241666503
S82p8m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3091363341
S82m2p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7513172845,24.4988147874
S82m2p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7379476391
S82m2p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7215311561,24.5297236922
S82m2p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7650532799
S82m2p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.3457540467,-0.609437912434
S82m2p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m2p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9850662278
S82m2p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0559544326
S82p22m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7537261446,24.515211803
S82p22m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7620011848
S82p22m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7261209175,24.5448060812
S82p22m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7863778768
S82p22m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4881442849,-0.609437912434
S82p22m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p22m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9959098131
S82p22m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.0622518534
S82p5m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8926863454,24.6657499674
S82p5m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9245233181
S82p5m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9085492537,24.7047510988
S82p5m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9594875491
S82p5m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7238757361,-0.609437912434
S82p5m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p5m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1173878796
S82p5m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1973153808
S82p10p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9468324287,24.7089670486
S82p10p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.971888306
S82p10p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9180011082,24.743616599
S82p10p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0026668905
S82p10p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7760994569,-0.609437912434
S82p10p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p10p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1745350097
S82p10p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2621751876
S82m7m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7307358035,24.645868196
S82m7m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8558551188
S82m7m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.740092125,24.6775126453
S82m7m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.882806993
S82m7m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6573683476,-0.609437912434
S82m7m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m7m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3020463066,25.3746644977
S82m7m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4153534766
S82m32p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.413723106,25.2633754081
S82m32p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.4679607288
S82m32p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.4287176102,25.3128326421
S82m32p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.5203607954
S82m32p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,24.3202851843,-0.609437912434
S82m32p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m32p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.774779714,25.880443826
S82m32p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.9938360528
S82p0p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7569474828,24.6771716976
S82p0p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9054277019
S82p0p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7671891498,24.7134608308
S82p0p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.939756398
S82p0p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6628774406,-0.609437912434
S82p0p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p0p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2597436538,25.3475083786
S82p0p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4011270706
S82m5m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.6695996706,24.4295225177
S82m5m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.6505387922
S82m5m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6825169363,24.4609088296
S82m5m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.6809330052
S82m5m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.4869145261,-0.609437912434
S82m5m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m5m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9216607997
S82m5m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9925015857
S82p19m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7614749655,24.5663538366
S82p19m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8194793537
S82p19m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7763608438,24.5964497763
S82p19m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8454962471
S82p19m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.559370396,-0.609437912434
S82p19m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p19m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0451250064
S82p19m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1141408211
S82p27m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8664328559,24.6365342569
S82p27m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8848038215
S82p27m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.838692072,24.6678709517
S82p27m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9124620483
S82p27m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.703944696,-0.609437912434
S82p27m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p27m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1126113723
S82p27m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1871063181
S82p9p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9975624507,24.807730459
S82p9p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0605606219
S82p9p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0102333761,24.8390433689
S82p9p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0882364023
S82p9p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8548977218,-0.609437912434
S82p9p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p9p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.3078339578
S82p9p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3901515824
S82p14p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7523357926,24.6154093717
S82p14p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8819797628
S82p14p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7316572193,24.6407914858
S82p14p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9017621557
S82p14p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6791919716,-0.609437912434
S82p14p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p14p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1515398952,25.2055609025
S82p14p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2551412276
S82p2p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0264205508,24.8737722175
S82p2p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.1310122957
S82p2p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0386754392,24.9051746403
S82p2p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1572680255
S82p2p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9332802793,-0.609437912434
S82p2p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p2p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.36503497,25.4215096116
S82p2p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.5021517191
S82m18m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8352781715,24.7081357012
S82m18m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.934009353
S82m18m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8454221007,24.7378988464
S82m18m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.961519355
S82m18m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8099375848,-0.609437912434
S82m18m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m18m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2237957282,25.3234876927
S82m18m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.394345795
S82p37m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0427103091,24.8153297717
S82p37m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0657902998
S82p37m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0171206073,24.8489237
S82p37m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0947246468
S82p37m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8969444193,-0.609437912434
S82p37m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p37m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2847421707
S82p37m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3681794853
S82p11p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.898452458,24.7411613829
S82p11p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0063281289
S82p11p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8776550991,24.7719842221
S82p11p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.031677885
S82p11p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8245037731,-0.609437912434
S82p11p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p11p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.1754990613,25.262556054
S82p11p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3189848225
S82p21p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9592766937,24.8033858513
S82p21p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.061129077
S82p21p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9375569094,24.8311783518
S82p21p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0834087207
S82p21p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.913187915,-0.609437912434
S82p21p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p21p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2339746304,25.3172765231
S82p21p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3693113881
S82m27m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0969984904,24.9126822745
S82m27m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.1128583421
S82m27m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.1092908838,24.949457358
S82m27m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1506135303
S82m27m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9694520885,-0.609437912434
S82m27m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m27m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.4801818517
S82m27m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.5978014412
S82p33p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.694333627,24.4520747352
S82p33p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7043545187
S82p33p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.6656145017,24.4821508183
S82p33p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7310473417
S82p33p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.3999353106,-0.609437912434
S82p33p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p33p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,24.9121091561
S82p33p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,25.9779451256
S82p46p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9622947695,24.8001925386
S82p46p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0548294382
S82p46p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9751278281,24.8296459934
S82p46p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0779112335
S82p46p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8779560632,-0.609437912434
S82p46p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p46p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2786125115,25.3174553329
S82p46p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3917893328
S82m39m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7876104463,24.5262055847
S82m39m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7075280249
S82m39m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.754707698,24.5766158132
S82m39m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.7630524676
S82m39m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5640328697,-0.609437912434
S82m39m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m39m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0384021645
S82m39m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.144811206
S82p10m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8625736252,24.6244958886
S82p10m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.871629957
